wavelength_nm,reflectance
1693.0,0.378617
1694.0,0.378521
1695.0,0.378448
1696.0,0.378413
1697.0,0.378353
1698.0,0.378259
1699.0,0.378156
1700.0,0.378057
1701.0,0.377969
1702.0,0.377925
1703.0,0.377896
1704.0,0.377817
1705.0,0.377734
1706.0,0.377659
1707.0,0.377549
1708.0,0.377414
1709.0,0.377301
1710.0,0.377208
1711.0,0.377086
1712.0,0.376951
1713.0,0.376797
1714.0,0.376603
1715.0,0.376402
1716.0,0.376179
1717.0,0.375984
1718.0,0.375815
1719.0,0.375636
1720.0,0.375541
1721.0,0.375457
1722.0,0.375315
1723.0,0.375219
1724.0,0.375074
1725.0,0.374880
1726.0,0.374834
1727.0,0.374814
1728.0,0.374763
1729.0,0.374789
1730.0,0.374767
1731.0,0.374671
1732.0,0.374677
1733.0,0.374697
1734.0,0.374626
1735.0,0.374587
1736.0,0.374708
1737.0,0.374729
1738.0,0.374578
1739.0,0.374506
1740.0,0.374441
1741.0,0.374305
1742.0,0.374232
1743.0,0.374184
1744.0,0.374043
1745.0,0.373872
1746.0,0.373777
1747.0,0.373667
1748.0,0.373439
1749.0,0.373230
1750.0,0.373101
1751.0,0.372963
1752.0,0.372791
1753.0,0.372603
1754.0,0.372435
1755.0,0.372248
1756.0,0.371953
1757.0,0.371764
1758.0,0.371635
1759.0,0.371418
1760.0,0.371246
1761.0,0.371115
1762.0,0.370847
1763.0,0.370585
1764.0,0.370448
1765.0,0.370243
1766.0,0.370004
1767.0,0.369909
1768.0,0.369828
1769.0,0.369633
1770.0,0.369440
1771.0,0.369257
1772.0,0.369051
1773.0,0.368930
1774.0,0.368831
1775.0,0.368657
1776.0,0.368457
1777.0,0.368264
1778.0,0.368093
1779.0,0.367834
1780.0,0.367634
1781.0,0.367741
1782.0,0.367712
1783.0,0.367519
1784.0,0.367380
1785.0,0.367030
1786.0,0.366689
1787.0,0.366555
1788.0,0.366405
1789.0,0.366209
1790.0,0.365963
1791.0,0.365722
1792.0,0.365407
1793.0,0.364781
1794.0,0.364161
1795.0,0.363557
1972.0,0.250169
1973.0,0.250999
1974.0,0.251666
1975.0,0.252380
1976.0,0.253100
1977.0,0.253694
1978.0,0.254358
1979.0,0.255003
1980.0,0.255785
1981.0,0.256581
1982.0,0.257421
1983.0,0.258094
1984.0,0.258749
1985.0,0.259567
1986.0,0.260299
1987.0,0.260962
1988.0,0.261681
1989.0,0.262264
1990.0,0.262766
1991.0,0.263443
1992.0,0.264200
1993.0,0.264727
1994.0,0.265240
1995.0,0.265780
1996.0,0.266426
1997.0,0.267031
1998.0,0.267738
1999.0,0.268626
2019.0,0.281737
2020.0,0.281928
2021.0,0.282250
2022.0,0.282542
2023.0,0.282850
2024.0,0.283191
2025.0,0.283426
2026.0,0.283578
2027.0,0.283744
2028.0,0.283823
2029.0,0.283957
2030.0,0.284117
2031.0,0.284235
2032.0,0.284310
2033.0,0.284353
2034.0,0.284434
2035.0,0.284513
2036.0,0.284646
2037.0,0.284809
2038.0,0.284924
2039.0,0.285041
2040.0,0.285175
2041.0,0.285278
2042.0,0.285399
2043.0,0.285538
2044.0,0.285655
2045.0,0.285704
2046.0,0.285773
2047.0,0.285922
2048.0,0.286003
2049.0,0.286084
2050.0,0.286193
2051.0,0.286232
2052.0,0.286232
2053.0,0.286329
2054.0,0.286416
2055.0,0.286531
2056.0,0.286670
2057.0,0.286690
2058.0,0.286755
2059.0,0.286979
2060.0,0.287126
2061.0,0.287221
2062.0,0.287348
2063.0,0.287441
2064.0,0.287533
2065.0,0.287665
2066.0,0.287805
2067.0,0.287964
2068.0,0.288044
2069.0,0.288117
2070.0,0.288229
2071.0,0.288326
2072.0,0.288469
2073.0,0.288641
2074.0,0.288822
2075.0,0.289017
2076.0,0.289233
2077.0,0.289452
2078.0,0.289673
2079.0,0.289845
2080.0,0.290028
2081.0,0.290268
2082.0,0.290455
2083.0,0.290618
2084.0,0.290796
2085.0,0.290991
2086.0,0.291158
2087.0,0.291401
2088.0,0.291680
2089.0,0.291883
2090.0,0.292080
2091.0,0.292239
2092.0,0.292366
2093.0,0.292534
2094.0,0.292703
2095.0,0.292860
2096.0,0.293129
2097.0,0.293384
2098.0,0.293640
2099.0,0.293920
2100.0,0.294101
